food_id,name_en,vernacular_names,category,calories(kcal),protein(g),carbs(g),fats(g),fiber(g),vitamins,minerals,ayurveda_dosha_vata,ayurveda_dosha_pitta,ayurveda_dosha_kapha,ayurveda_rasa,ayurveda_guna,ayurveda_virya,ayurveda_vipaka,health_tags,medical_usage,contraindications,drug_interactions,therapeutic_dosage,preparation_methods,restrictions,growing_regions,storage_shelf_life,,
FW617,Dry Red Chilli,"Sukhi Mirch (सूखी मिर्च), Endu Mirapakaya (ఎండు మిరపకాయ)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW618,Green Chilli ,"Hari Mirch (हरी मिर्च), Pachchi Mirchi (పచ్చి మిర్చి)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW619,Ginger ,"Adrak (अदरक), Allam (అల్లం)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW620,Garlic (Dry) ,"Lahsun (लहसुन), Vellulli (వెల్లుల్లి)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW621,Nigella Seeds ,"Kalonji (कलौंजी), Nuvvulu Nalla (నల్ల జీలకఱ్ర?)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW622,Sesame Seeds ,"Til (तिल), Nuvvulu (నువ్వులు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW623,Tamarind ,"Imli (इमली), Chintapandu (చింతపండు)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Neutral,Increase,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW624,Coriander Leaves ,"Hara Dhaniya (हरा धनिया), Kothimeera (కొత్తిమీర)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW625,Mint Leaves ,"Pudina (पुदीना), Pudina (పుదీనా)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW626,Kasuri Methi ,"Kasuri Methi (कसूरी मेथी), Kasuri Methi (కసూరి మెంతి)",Spices & Herbs,300,8,60,6,20,"Phytonutrients, Trace vitamins (A,C), Minerals","Trace minerals (iron, manganese)",Increase,Decrease,Decrease,Katu/Tikta,"Laghu, Ruksha",Ushna,Katu,"digestive, carminative","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Tempering, powders, decoctions",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,"Whole: 12–18 months, ground: 6–9 months",,
FW627,Jaggery,Jaggery,Sweets,380,0.5,98,0.1,0.2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Decrease,Neutral,Increase,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW628,Jaggery Powder,Jaggery Powder,Sweets,380,0.5,98,0.1,0.2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Decrease,Neutral,Increase,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW629,Date Jaggery,Date Jaggery,Sweets,380,0.5,98,0.1,0.2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Decrease,Neutral,Increase,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW630,Coconut Jaggery,Coconut Jaggery,Sweets,380,0.5,98,0.1,0.2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Decrease,Neutral,Increase,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW631,Palm Jaggery,Palm Jaggery,Sweets,380,0.5,98,0.1,0.2,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Decrease,Neutral,Increase,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Nutritional support, Antioxidant protection, Digestive health, Immune support","General wellness support, traditional dietary use in India",Individual sensitivities; consult healthcare provider for specific conditions,Consult healthcare provider for potential interactions,Culinary use as per recipe; therapeutic use as advised,"Fresh consumption, traditional cooking, steaming, sautéing",Allergies or medical contraindications,Across Indian states,Fresh: 2-10 days refrigerated; Dried: 6-12 months,,
FW632,Spinach,"Palak (Hindi: पालक), Palakura (Telugu: పాలకూర)",Vegetables,23,2.86,3.63,0.39,2.2,"A, C, K, Folate,E, Thiamine, Riboflavin, Niacin, B6 ","Iron, Calcium, Potassium, Magnesium, Phosphorus, Manganese, Zinc",Increase,Decrease,Decrease,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Iron deficiency anemia prevention and treatment, Macular degeneration protection through lutein and zeaxanthin, Cardiovascular health enhancement via nitrates, Bone health support through vitamin K and calcium, Neural tube defect prevention with folate, Antioxidant protection against cellular damage, Natural detoxification support for liver function, Blood pressure regulation through potassium and nitrates, Anti-inflammatory effects from flavonoids and antioxidants","Iron deficiency anemia (2.71mg iron per 100g), Age-related macular degeneration prevention (lutein 12198μg), Cardiovascular disease prevention (nitrates 245mg), Osteoporosis prevention (Vitamin K 483μg), Pregnancy neural tube defects (folate 194μg), Liver detoxification support (chlorophyll), Hypertension management (potassium 558mg), Chronic inflammation reduction (antioxidants), Cognitive decline prevention (folate and antioxidants)","Kidney stone formation (high oxalates 970mg), Warfarin interaction (high vitamin K), Iron absorption interference with tea/coffee","Warfarin (vitamin K interference), Iron supplements (enhanced absorption with vitamin C), Blood thinning medications","100-200g daily for iron deficiency, 50-100g daily for general health maintenance","Fresh consumption, Light cooking (retain nutrients), Avoid overcooking (nutrient loss), Combine with vitamin C sources","Kidney stone formation (high oxalates 970mg), Warfarin interaction (high vitamin K), Iron absorption interference with tea/coffee","Punjab, Haryana, Uttar Pradesh, West Bengal, Karnataka, Tamil Nadu","Fresh: 3-7 days refrigerated, Frozen: 8-12 months",,
